"item";"gastos";"mes";"anno";"id"
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"644.948";"diciembre";"2022";1169
"TELEFONÍA";"59.505";"diciembre";"2022";1169
"TRASLACIÓN";"2.232.060";"diciembre";"2022";1169
"DIFUSIÓN";"288.456";"diciembre";"2022";1169
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"diciembre";"2022";1169
"ARRIENDO DE INMUEBLE";"430.000";"diciembre";"2022";1169
"CONSUMOS BÁSICOS";"0";"diciembre";"2022";1169
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"diciembre";"2022";1169
"MATERIALES DE OFICINA";"261.826";"diciembre";"2022";1169
"CORRESPONDENCIA";"32.167";"diciembre";"2022";1169
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"diciembre";"2022";1169
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"diciembre";"2022";1169
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"diciembre";"2022";1169
"SEGUROS DE BIENES";"0";"diciembre";"2022";1169
"ARRIENDO DE OFICINAS VIRTUALES";"0";"diciembre";"2022";1169
"SERVICIOS WEB";"0";"diciembre";"2022";1169
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"diciembre";"2022";1169
"ARRIENDO DE OFICINA MÓVIL";"0";"diciembre";"2022";1169
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"diciembre";"2022";1169
"SERVICIOS MENORES";"600.000";"diciembre";"2022";1169
"COVID-19 PERSONAL DE APOYO";"11.400";"diciembre";"2022";1169
NA;NA;"enero";"2023";1169
NA;NA;"febrero";"2023";1169
NA;NA;"marzo";"2023";1169
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"0";"marzo";"2022";1170
"TELEFONÍA";"0";"marzo";"2022";1170
"TRASLACIÓN";"864.883";"marzo";"2022";1170
"DIFUSIÓN";"0";"marzo";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"marzo";"2022";1170
"ARRIENDO DE INMUEBLE";"0";"marzo";"2022";1170
"CONSUMOS BÁSICOS";"0";"marzo";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"marzo";"2022";1170
"MATERIALES DE OFICINA";"86.729";"marzo";"2022";1170
"CORRESPONDENCIA";"0";"marzo";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"marzo";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"marzo";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"marzo";"2022";1170
"SEGUROS DE BIENES";"0";"marzo";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"marzo";"2022";1170
"SERVICIOS WEB";"0";"marzo";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"marzo";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"marzo";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"marzo";"2022";1170
"SERVICIOS MENORES";"333.333";"marzo";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"marzo";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"0";"abril";"2022";1170
"TELEFONÍA";"334.460";"abril";"2022";1170
"TRASLACIÓN";"1.425.531";"abril";"2022";1170
"DIFUSIÓN";"0";"abril";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"abril";"2022";1170
"ARRIENDO DE INMUEBLE";"2.250.000";"abril";"2022";1170
"CONSUMOS BÁSICOS";"0";"abril";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"2.468.827";"abril";"2022";1170
"MATERIALES DE OFICINA";"149.826";"abril";"2022";1170
"CORRESPONDENCIA";"0";"abril";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"abril";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"abril";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"abril";"2022";1170
"SEGUROS DE BIENES";"0";"abril";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"abril";"2022";1170
"SERVICIOS WEB";"0";"abril";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"abril";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"abril";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"abril";"2022";1170
"SERVICIOS MENORES";"499.000";"abril";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"abril";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"645.206";"mayo";"2022";1170
"TELEFONÍA";"17.792";"mayo";"2022";1170
"TRASLACIÓN";"1.473.341";"mayo";"2022";1170
"DIFUSIÓN";"50.397";"mayo";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"mayo";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"mayo";"2022";1170
"CONSUMOS BÁSICOS";"54.390";"mayo";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"359.361";"mayo";"2022";1170
"MATERIALES DE OFICINA";"75.535";"mayo";"2022";1170
"CORRESPONDENCIA";"0";"mayo";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"mayo";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"mayo";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"mayo";"2022";1170
"SEGUROS DE BIENES";"0";"mayo";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"mayo";"2022";1170
"SERVICIOS WEB";"0";"mayo";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"mayo";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"mayo";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"mayo";"2022";1170
"SERVICIOS MENORES";"499.000";"mayo";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"mayo";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"489.922";"junio";"2022";1170
"TELEFONÍA";"17.792";"junio";"2022";1170
"TRASLACIÓN";"1.518.037";"junio";"2022";1170
"DIFUSIÓN";"920.045";"junio";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"68.670";"junio";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"junio";"2022";1170
"CONSUMOS BÁSICOS";"51.690";"junio";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"410.840";"junio";"2022";1170
"MATERIALES DE OFICINA";"470.050";"junio";"2022";1170
"CORRESPONDENCIA";"0";"junio";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"junio";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"junio";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"junio";"2022";1170
"SEGUROS DE BIENES";"0";"junio";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"junio";"2022";1170
"SERVICIOS WEB";"0";"junio";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"junio";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"junio";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"junio";"2022";1170
"SERVICIOS MENORES";"499.000";"junio";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"junio";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"773.582";"julio";"2022";1170
"TELEFONÍA";"17.792";"julio";"2022";1170
"TRASLACIÓN";"1.446.791";"julio";"2022";1170
"DIFUSIÓN";"272.090";"julio";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"32.844";"julio";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"julio";"2022";1170
"CONSUMOS BÁSICOS";"23.310";"julio";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"julio";"2022";1170
"MATERIALES DE OFICINA";"129.858";"julio";"2022";1170
"CORRESPONDENCIA";"0";"julio";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"julio";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"julio";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"julio";"2022";1170
"SEGUROS DE BIENES";"0";"julio";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"julio";"2022";1170
"SERVICIOS WEB";"0";"julio";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"julio";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"julio";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"julio";"2022";1170
"SERVICIOS MENORES";"499.000";"julio";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"julio";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"562.264";"agosto";"2022";1170
"TELEFONÍA";"17.792";"agosto";"2022";1170
"TRASLACIÓN";"1.697.016";"agosto";"2022";1170
"DIFUSIÓN";"774.312";"agosto";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"62.463";"agosto";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"agosto";"2022";1170
"CONSUMOS BÁSICOS";"119.237";"agosto";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"274.980";"agosto";"2022";1170
"MATERIALES DE OFICINA";"303.775";"agosto";"2022";1170
"CORRESPONDENCIA";"0";"agosto";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"198.000";"agosto";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"89.360";"agosto";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"agosto";"2022";1170
"SEGUROS DE BIENES";"0";"agosto";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"agosto";"2022";1170
"SERVICIOS WEB";"0";"agosto";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"agosto";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"agosto";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"agosto";"2022";1170
"SERVICIOS MENORES";"499.000";"agosto";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"agosto";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"317.430";"septiembre";"2022";1170
"TELEFONÍA";"17.792";"septiembre";"2022";1170
"TRASLACIÓN";"1.785.672";"septiembre";"2022";1170
"DIFUSIÓN";"247.100";"septiembre";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"55.841";"septiembre";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"septiembre";"2022";1170
"CONSUMOS BÁSICOS";"58.990";"septiembre";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"septiembre";"2022";1170
"MATERIALES DE OFICINA";"94.321";"septiembre";"2022";1170
"CORRESPONDENCIA";"7.454";"septiembre";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"septiembre";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"114.290";"septiembre";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"septiembre";"2022";1170
"SEGUROS DE BIENES";"0";"septiembre";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"septiembre";"2022";1170
"SERVICIOS WEB";"0";"septiembre";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"septiembre";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"septiembre";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"septiembre";"2022";1170
"SERVICIOS MENORES";"600.000";"septiembre";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"septiembre";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"376.000";"octubre";"2022";1170
"TELEFONÍA";"17.816";"octubre";"2022";1170
"TRASLACIÓN";"1.593.956";"octubre";"2022";1170
"DIFUSIÓN";"570.440";"octubre";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"109.751";"octubre";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"octubre";"2022";1170
"CONSUMOS BÁSICOS";"63.019";"octubre";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"octubre";"2022";1170
"MATERIALES DE OFICINA";"248.660";"octubre";"2022";1170
"CORRESPONDENCIA";"822";"octubre";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"octubre";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"octubre";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"octubre";"2022";1170
"SEGUROS DE BIENES";"0";"octubre";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"octubre";"2022";1170
"SERVICIOS WEB";"0";"octubre";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"octubre";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"octubre";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"octubre";"2022";1170
"SERVICIOS MENORES";"600.000";"octubre";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"octubre";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"389.806";"noviembre";"2022";1170
"TELEFONÍA";"17.804";"noviembre";"2022";1170
"TRASLACIÓN";"1.557.844";"noviembre";"2022";1170
"DIFUSIÓN";"432.003";"noviembre";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"noviembre";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"noviembre";"2022";1170
"CONSUMOS BÁSICOS";"42.910";"noviembre";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"noviembre";"2022";1170
"MATERIALES DE OFICINA";"97.591";"noviembre";"2022";1170
"CORRESPONDENCIA";"0";"noviembre";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"noviembre";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"noviembre";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"noviembre";"2022";1170
"SEGUROS DE BIENES";"0";"noviembre";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"noviembre";"2022";1170
"SERVICIOS WEB";"165.644";"noviembre";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"noviembre";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"noviembre";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"noviembre";"2022";1170
"SERVICIOS MENORES";"600.000";"noviembre";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"noviembre";"2022";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"876.000";"diciembre";"2022";1170
"TELEFONÍA";"17.792";"diciembre";"2022";1170
"TRASLACIÓN";"1.298.957";"diciembre";"2022";1170
"DIFUSIÓN";"544.600";"diciembre";"2022";1170
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"151.639";"diciembre";"2022";1170
"ARRIENDO DE INMUEBLE";"1.250.000";"diciembre";"2022";1170
"CONSUMOS BÁSICOS";"32.740";"diciembre";"2022";1170
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"134.880";"diciembre";"2022";1170
"MATERIALES DE OFICINA";"30.439";"diciembre";"2022";1170
"CORRESPONDENCIA";"0";"diciembre";"2022";1170
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"110.000";"diciembre";"2022";1170
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"diciembre";"2022";1170
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"diciembre";"2022";1170
"SEGUROS DE BIENES";"0";"diciembre";"2022";1170
"ARRIENDO DE OFICINAS VIRTUALES";"0";"diciembre";"2022";1170
"SERVICIOS WEB";"0";"diciembre";"2022";1170
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"diciembre";"2022";1170
"ARRIENDO DE OFICINA MÓVIL";"0";"diciembre";"2022";1170
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"diciembre";"2022";1170
"SERVICIOS MENORES";"600.000";"diciembre";"2022";1170
"COVID-19 PERSONAL DE APOYO";"0";"diciembre";"2022";1170
NA;NA;"enero";"2023";1170
NA;NA;"febrero";"2023";1170
NA;NA;"marzo";"2023";1170
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"76.397";"marzo";"2022";1073
"TELEFONÍA";"0";"marzo";"2022";1073
"TRASLACIÓN";"1.037.939";"marzo";"2022";1073
"DIFUSIÓN";"0";"marzo";"2022";1073
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"marzo";"2022";1073
"ARRIENDO DE INMUEBLE";"0";"marzo";"2022";1073
"CONSUMOS BÁSICOS";"0";"marzo";"2022";1073
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"marzo";"2022";1073
"MATERIALES DE OFICINA";"0";"marzo";"2022";1073
"CORRESPONDENCIA";"0";"marzo";"2022";1073
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"marzo";"2022";1073
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"marzo";"2022";1073
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"marzo";"2022";1073
"SEGUROS DE BIENES";"0";"marzo";"2022";1073
"ARRIENDO DE OFICINAS VIRTUALES";"0";"marzo";"2022";1073
"SERVICIOS WEB";"0";"marzo";"2022";1073
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"marzo";"2022";1073
"ARRIENDO DE OFICINA MÓVIL";"0";"marzo";"2022";1073
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"marzo";"2022";1073
"SERVICIOS MENORES";"333.333";"marzo";"2022";1073
"COVID-19 PERSONAL DE APOYO";"0";"marzo";"2022";1073
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.338.147";"abril";"2022";1073
"TELEFONÍA";"85.218";"abril";"2022";1073
"TRASLACIÓN";"1.413.733";"abril";"2022";1073
"DIFUSIÓN";"300.000";"abril";"2022";1073
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"abril";"2022";1073
"ARRIENDO DE INMUEBLE";"0";"abril";"2022";1073
"CONSUMOS BÁSICOS";"0";"abril";"2022";1073
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"abril";"2022";1073
"MATERIALES DE OFICINA";"0";"abril";"2022";1073
"CORRESPONDENCIA";"0";"abril";"2022";1073
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"abril";"2022";1073
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"abril";"2022";1073
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"abril";"2022";1073
"SEGUROS DE BIENES";"0";"abril";"2022";1073
"ARRIENDO DE OFICINAS VIRTUALES";"0";"abril";"2022";1073
"SERVICIOS WEB";"0";"abril";"2022";1073
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"abril";"2022";1073
"ARRIENDO DE OFICINA MÓVIL";"0";"abril";"2022";1073
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"abril";"2022";1073
"SERVICIOS MENORES";"500.000";"abril";"2022";1073
"COVID-19 PERSONAL DE APOYO";"0";"abril";"2022";1073
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.381.979";"mayo";"2022";1073
"TELEFONÍA";"1.405.903";"mayo";"2022";1073
"TRASLACIÓN";"1.732.317";"mayo";"2022";1073
"DIFUSIÓN";"0";"mayo";"2022";1073
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"mayo";"2022";1073
"ARRIENDO DE INMUEBLE";"0";"mayo";"2022";1073
"CONSUMOS BÁSICOS";"0";"mayo";"2022";1073
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"mayo";"2022";1073
"MATERIALES DE OFICINA";"0";"mayo";"2022";1073
"CORRESPONDENCIA";"0";"mayo";"2022";1073
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"mayo";"2022";1073
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"mayo";"2022";1073
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"mayo";"2022";1073
"SEGUROS DE BIENES";"0";"mayo";"2022";1073
"ARRIENDO DE OFICINAS VIRTUALES";"0";"mayo";"2022";1073
"SERVICIOS WEB";"0";"mayo";"2022";1073
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"mayo";"2022";1073
"ARRIENDO DE OFICINA MÓVIL";"0";"mayo";"2022";1073
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"mayo";"2022";1073
"SERVICIOS MENORES";"292.714";"mayo";"2022";1073
"COVID-19 PERSONAL DE APOYO";"0";"mayo";"2022";1073
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.381.979";"junio";"2022";1073
"TELEFONÍA";"183.407";"junio";"2022";1073
"TRASLACIÓN";"1.759.598";"junio";"2022";1073
"DIFUSIÓN";"720.000";"junio";"2022";1073
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"junio";"2022";1073
"ARRIENDO DE INMUEBLE";"0";"junio";"2022";1073
"CONSUMOS BÁSICOS";"0";"junio";"2022";1073
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"junio";"2022";1073
"MATERIALES DE OFICINA";"0";"junio";"2022";1073
"CORRESPONDENCIA";"0";"junio";"2022";1073
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"junio";"2022";1073
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"junio";"2022";1073
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"junio";"2022";1073
"SEGUROS DE BIENES";"0";"junio";"2022";1073
"ARRIENDO DE OFICINAS VIRTUALES";"0";"junio";"2022";1073
"SERVICIOS WEB";"0";"junio";"2022";1073
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"junio";"2022";1073
"ARRIENDO DE OFICINA MÓVIL";"0";"junio";"2022";1073
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"junio";"2022";1073
"SERVICIOS MENORES";"500.000";"junio";"2022";1073
"COVID-19 PERSONAL DE APOYO";"0";"junio";"2022";1073
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.381.979";"julio";"2022";1073
"TELEFONÍA";"183.407";"julio";"2022";1073
"TRASLACIÓN";"1.759.598";"julio";"2022";1073
"DIFUSIÓN";"720.000";"julio";"2022";1073
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"julio";"2022";1073
"ARRIENDO DE INMUEBLE";"0";"julio";"2022";1073
"CONSUMOS BÁSICOS";"0";"julio";"2022";1073
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"julio";"2022";1073
"MATERIALES DE OFICINA";"0";"julio";"2022";1073
"CORRESPONDENCIA";"0";"julio";"2022";1073
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"julio";"2022";1073
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"julio";"2022";1073
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"julio";"2022";1073
"SEGUROS DE BIENES";"0";"julio";"2022";1073
"ARRIENDO DE OFICINAS VIRTUALES";"0";"julio";"2022";1073
"SERVICIOS WEB";"0";"julio";"2022";1073
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"julio";"2022";1073
"ARRIENDO DE OFICINA MÓVIL";"0";"julio";"2022";1073
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"julio";"2022";1073
"SERVICIOS MENORES";"500.000";"julio";"2022";1073
"COVID-19 PERSONAL DE APOYO";"0";"julio";"2022";1073
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.381.979";"agosto";"2022";1073
"TELEFONÍA";"1.160.364";"agosto";"2022";1073
"TRASLACIÓN";"1.775.828";"agosto";"2022";1073
"DIFUSIÓN";"0";"agosto";"2022";1073
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"agosto";"2022";1073
"ARRIENDO DE INMUEBLE";"0";"agosto";"2022";1073
"CONSUMOS BÁSICOS";"0";"agosto";"2022";1073
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"agosto";"2022";1073
"MATERIALES DE OFICINA";"0";"agosto";"2022";1073
"CORRESPONDENCIA";"0";"agosto";"2022";1073
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"agosto";"2022";1073
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"agosto";"2022";1073
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"agosto";"2022";1073
"SEGUROS DE BIENES";"0";"agosto";"2022";1073
"ARRIENDO DE OFICINAS VIRTUALES";"0";"agosto";"2022";1073
